name,tags
"Не мешай себе жить. Как справиться со страхом, обидой, чувством вины, прокрастинацией и другими ... ",практичный книга от опытный психиатр и автор бестселлер я слышать вы насквозь и как разговаривать с мудак о тот как бороться с проявление саморазрушительный поведение от прокрастинация до гневСаморазвитие и личностный рост
"Эффективное скорочтение. Читай быстрее, запоминай лучше! ",раскрыть безграничный потенциал мозг главный цель книга инна каулина эксперт коучить и руководитель евразийский центр скорочтение и развитие память в первый часть книга вы найти упражнение для развитие навык быстрый чтение и процентный понимание текст базовый тренировка для мозг мускулатура мышца периферический зрение концентрация внимание и память а также многочисленный вдохновлять пример из жизнь ученик центр второй часть включать в себя рабочий тетрадь с упражнение и таблица благодаря который вы смочь улучшать навык скорочтение каждый деньСаморазвитие и личностный рост
"Какого цвета Ваш парашют? Легендарное руководство для тех, кто экстренно ищет работу ",правило игра измениться внезапно без предупреждение особенно нелегко стать тем кто искать работа или хотеть она сменить работодатель и кандидат всё частый не понимать друг друг а на поиск работа уходить месяц и даже год в ваш рука самый популярный книга по поиск работа в мир который читать встрана на язык а она продажа превысить экземпляр ежегодно парашют переписываться и обновляться этот книга выбрать библиотека конгресс центр сша как один из книга сформировать жизнь человек а также входить в топ самый хороший научно популярный книга весь время по версия журналПопулярная психология
Как завоевывать друзей и оказывать влияние на людей в эпоху цифровых технологий ,метод и инструмент коммуникация постоянно развиваться и совершенствоваться и из этот книга вы узнать как с они помощь подняться по лестница успех для широкий круг читательСаморазвитие и личностный рост
Не бойтесь рискнуть! 5 принципов высокоэффективных людей и организаций ,каждый из мы оказывать влияние на окружающий среда и общество каждый из мы вносить свой вклад в этот мир и каждый из мы сам решать какой вклад хотеть внести этот же посыл являться ключевой в книга дж кейс он резонировать с она призыв к каждый из мы не бояться делать то что мы считать нужный и правильный для широкий круг читательСаморазвитие и личностный рост
Магия утра. Как первый час дня определяет ваш успех. Покетбук ,книга который помочь тысяча человек изменить жизнь за счёт правильный начало день и утренний ритуал теперь в формат покетбук что если завтра любой или даже каждый сфера ваш жизнь мочь бы чудесный образ измениться что быть бы иначе вы стать бы счастливый здоровый успешный вы быть бы в хороший физический форма стать бы богатый энергичный что если существовать простой но не очевидный секрет который гарантированно помочь вы изменить любой сторона ваш жизнь и сделать это быстрый чем вы мочь себя представить утренний ритуал который предлагать осуществлять автор этот книга помочь десятка тысяча человек изменить свой жизнь почувствовать себя хороший и успевать большой из книга вы узнать как первый час день определять ваш успех и позволять вы раскрыть свой потенциал полностью изменить то как и когда вы просыпаться и как проводить первый час и вы смочь изменить свой жизнь а именно снизить уровень стресс улучшить общий здоровье сбросить лишний вес если необходимо просыпаться каждый утро с заряд энергия большой зарабатывать найти свой призвание и следовать он повысить продуктивность и научиться фокусироваться на ключевой задача новый формат для самый важный и любимый книга мы сохранить качество под мягкий обложка белый бумага лясса и уникальный дизайн ничто не помешать наслаждаться чтение без компромисс фишка книга удобный и качественный формат книга можно брать с себя куда угодный покетбук занимать мало место но приносить много польза в серия покетбук выходить самый важный книга миф есть закладка лясса а значит вы всегда смочь продолжить читать книга с тот место где остановиться от автор каков бы ни быть ваш цель существенно изменить лишь некоторый ключевой аспект свой жизнь или радикально преобразовать всё свой существование чтобы всё с чем вы приходиться бороться сейчас стать лишь неприятный воспоминание вы выбрать правильный книга вы вот вот отправиться в чудесный путешествие и в путь благодаря простой но по настоящий революционный процесс уж точно изменить любой сфера свой жизнь и всё это вы смочь сделать в сам начало день до восемь час утро знать знать это очень серьёзный заявление но описывать я метод уже привести к весьма заметный результат буквально десятка тысяча человек в весь мир включая я сам и он действительно способный переместить вы в место и время ваш мечта должный сказать для я огромный честь поделиться они с вы и я сделать всё что быть в мой сила чтобы превратить этот книга в важный и ценный инвестиция ваш время энергия и внимание для кто этот книга для весь кто хотеть изменить свой жизнь начать с малое с первый час каждый день цитата из книга тишина тишина один из хороший инструмент позволять немедленно уменьшить стресс одновременно повысить осознанность и достигнуть ясность что непременно помочь вы каждый день сохранять фокус на поставить цель приоритет и сам важный в ваш жизнь аффирмация аффирмация один из самый эффективный инструмент позволять быстро стать тем человек который способный достигнуть в жизнь весь что хотеть опра уинфри джим керри мухаммед али применять позитивный убеждение и верить в они это действительно помочь они в путешествие к успех и богатство визуализация тайгера вудс великий игрок в гольф весь время и народ прибегать к визуализация мысленно репетировать отличный выполнение каждый удар на каждый лунка уилла смит воображать свой успех задолго до тот как на сам дело стать звезда голливуд физический упражнение утренний зарядка должный стать основа распорядок ваш день если вы делать она хотя бы несколько минута каждый утро это существенно повышать уровень энергия укреплять здоровье и уверенность в себя и усиливать эмоциональный благополучие а также позволять эффективный мыслить и хороший фокусироваться на важный чтение чтение пятый практика из набор спасательный круг представлять себя быстрый путь к трансформация любой область ваш жизнь это один из самый прямой способ приобретение знание идея и стратегия который вы нужный для достижение успех в любой сфера жизнь ведение дневник как элемент метод чудесный утро письмо позволять документировать мысль идея озарение достижение успех и выучить урок а также любой сфера благоприятный возможность личностный рост или самосовершенствованиеСаморазвитие и личностный рост
"Привет, Вселенная! Исполни желания играючи ",лиля правда телеведущий автор интернет вебинар по саморазвитие а также популярный блогер с интересный судьба и удивительный талант она не волшебница но уметь исполнять желание причём не только свой но и чужой при это охотно объяснять этот умение как в свой книга который вы сейчас держать в рука так и в уникальный авторский игра марафон привет вселенная который лиля лично проводить в прочитать этот книга до конец вы открыть для себя много новый и смочь найти ответ на вопрос как научиться мыслить позитивный каков механизм исполнение желание что как правило мешать наш мечта сбыться как правильно посылать желание в вселеннаяСаморазвитие и личностный рост
Закрыла ,книга лиза адаменко готовый сценарий для остросюжетный фильм в она есть всё главный героиня модель актриса финалистка телепроект холостяк она бывший муж состоятельный плейбой с замашка тиран почти на год она старший они непростой отношение в стиль абьюзинга описать автор без купюра а также закулисье телепроект холостяк уже так полюбиться зритель за семь сезон автор легко открывать перед читатель всё тайна свой непростой и подчас захватывать биография всё жизненный история в книга дополнить комментарий психолог и поверьте вы такой ещё нигде не читатьСаморазвитие и личностный рост
Препятствие как путь ,книга о тот как превращать препятствие в возможность стать мудрый сильный упорный и уверенно прокладывать путь к желаемый результат почти два тысяча год назад великий римский император марк аврелий написать и продвигать в дело самый помеха дело и вести по путь трудность путь это быть лаконичный формулировка один из самый эффективный в история формула преодоление любой негативный ситуация она основа чтобы добиться желаемый нужно перевернуть обстоятельство сконцентрировать энергия на тот что вы в сила изменить и не тратить она на эмоциональный переживание и избыточный анализ весь происходить всегда есть другой путь чтобы достигнуть цель всегда можно ожидать неудача и проблема но они никогда не быть постоянный понять с какой препятствие сталкиваться можно понять как правильно действовать райан холидей рассказывать как некоторый из самый успешный человек в история от джон рокфеллер до амелия эрхарт от улисс грант до стив джобс использовать это знание чтобы справиться с трудный а порой даже невозможный ситуация он выделить самый важный аспект это знание и сформулировать принцип который помогать действовать менее импульсивный более обдуманно более дисциплинированно и уравновешенно в любой сфера жизнь если вы разочаровать деморализовать или не мочь выбраться из накатать колея этот книга помочь вы превратить проблема в больший преимущество от автор что такой восприятие то как мы видеть и понимать происходить вокруг мы то что этот событие как мы считать быть означать наш восприятие мочь быть источник сила или колоссальный слабость если мы эмоциональный субъективный и недальновидный мы только добавить себя хлопоты чтобы мир вокруг мы не ошеломлять мы должный как это делать и древний научиться сдерживать свой страсть и они влияние на наш жизнь без умение и дисциплина не уничтожить вред плохой восприятие не отделить истинный сигнал от обманчивый не отфильтровать предубеждение ожидание и страх но дело тот стоить ибо остаться являться истина когда другой быть возбудить и испугать мы остаться хладнокровный и невозмутимый мы увидеть вещь не плохой или хороший а такой каков они на сам дело это быть для вы невероятно полезно в борьба с препятствие для кто этот книга для тот кто столкнуться с жизненный проблема и искать путь преодоление для тот кто устать в борьба с неприятность и кто нужный сила для вдохновение для тот кто хотеть научиться спокойно и беспристрастно решать возникать проблема цитата из книга внутренний враг сегодня больший часть наш препятствие внутри а не снаружи мы жить в один из самый благоприятный период в история после второй мировой война но мир по прежний редко делать именно то что мы хотеться мы не противостоять внешний враг а бороться с внутренний напряжение восприятие наш восприятие мочь быть источник сила или колоссальный слабость если мы эмоциональный субъективный и недальновидный мы только добавить себя хлопоты чтобы мир вокруг мы не ошеломлять мы должный как это делать древний научиться сдерживать страсть и они влияние на наш жизнь спокойствие астронавт когда америка готовиться отправить человек в космос астронавт особенно тщательно обучать один умение искусство не паниковать когда человек паниковать они совершать ошибка нарушать правило и установленный порядок они просто реагировать но не на то на что действительно нужно реагировать а на гормон выживание который вбрасываться в они сосуд жизненный багаж чужой проблема предельно понятный мы а они решение очевидный когда же мы иметь дело с собственный препятствие всегда есть нечто что отсутствовать в рассказ о чужой проблема наш жизненный багаж с другой человек мы мочь быть объективный мы принимать ситуация как она есть и немедленно начинать помогать друг решать она жить в настоящий для весь биологический вид кроме человек мир таков каков он есть на сам дело наш проблема в тот что мы вечно пытаться выяснить что всё это значит почему окружающий таков какой являться неважно плохой сегодня время для жизнь или хороший хороший рынок труд или плохой смысл иметь только то что есть прямо сейчас и сей минута самый опасный врагть какой то смысл самый опасный змий который мы преследовать тот что заставлять думать будто мы мочь изменить то что на сам дело просто не в наш сила если кто то отказаться финансировать ваш компания нет это не зависеть от вы но принять решение по другой вести дело да вы мочь если вы сосредоточиться исключительно на тот что в ваш власть это увеличить ваш силаСаморазвитие и личностный рост
Наука запоминания и забывания ,почему мы помнить как мы забывать и что же такой память в конец концовотвечать на этот и другой вопрос умный и весёлый книга это мой конёк позволять мы по новый увидеть один из самый поразительный человеческий способность два сестра из норвегия нейропсихолог и известный писательница искусно вплетать в повествование история наука и собственный исследование открывать перед читатель захватывать панорама понимание память от эпоха возрождение и открытие гиппокамп напоминать по форма морской конёк до наш временить свет самый актуальный научный идея век показать роль различный отдел мозг причина забывание детский воспоминание и трудность с память при стресс и депрессивный состояние автор брать интервью у специалист весь масть от крупный нейробиолог планета до дочь ингмара бергман который помогать разобраться как работать наш память почему она иногда подводить и что мы делать чтобы она укрепитьосвещение самый передовой научный сведение и захватывать изложение делать этот книга о человеческий память по настоящий незабываемыйСаморазвитие и личностный рост
"The Energy Bus. 10 правил, которые преобразят вашу жизнь, карьеру и отношения с людьми ",жизнь джордж катиться под откос отношение в семья разладиться на работа грозить увольнение мать тяжело больной когда из за поломка автомобиль приходиться ехать в офис на автобус джордж чувствовать себя закончить неудачник первый поездка вызывать у он раздражение чрезвычайно болтливый водитель автобус заводить с они неуместный разговор по душа а пассажир не только подслушивать но и вмешиваться с непрошенный совет на второй день джордж озадачить ещё большой тот же человек который как будто специально кататься на это автобус чтобы узнать что у он новый кто всё этот человек почему у водитель есть ответ на всё вопрос джордж и что произойти если он попробовать жить по правило который узнать в время этот очень странный поездка на автобусСаморазвитие и личностный рост
Лестница вверх. Краткий курс управления судьбой ,весь шаг отделять ты от успех и процветание достойный заработок просторный квартира машина представительский класс и заграничный отдых три раз в год всё это возможно если правильно настроить свой мышление и финансовый поток андрей сокуров бизнес тренер с двадцатипятилетний стаж разработать пошаговый инструкция повышение качество жизнь он наглядно на пример из личный опыт рассказывать что нужно делать для достижение богатствоСаморазвитие и личностный рост
научись создавать изобилие ,дин гумеров ведущий программа по изменение мышление эксперт в область работа мозг автор уникальный курс достигать невозможный который уже изменить жизнь тысяча девушка и женщина автор бестселлер нейрон счастливый отношение достигать невозможный аста прочитать этот книга вывыяснить основный причина по который не расти ваш личный доход или доход семьипонять почему человек пугать выдающийся жизньузнать как чрезмерный забота о ребёнок мешать ваш благосостояниюосознать разница между цель и процесс создание желаемый доходовпонять в чем секрет мышление успешный человек и что такой долговой мышлениеСаморазвитие и личностный рост
Пора действовать. Волшебный пендель к высоким доходам на удаленке ,этот книга о тот как начать действовать вырваться из серый жизнь поверить в себя дин перу создательница компания в который работать более человек из разный точка земной шар делиться личный история этот книга как пошаговый инструкция как вырасти от копеечный зарплата и кредит до глава компания и популярный блогер что мешать стать богатый как разобраться с долг и кредит как научиться определять цель и выбирать правильный мотивация какой отговорка не давать быть счастливый найти точка опора и работа мечта хороший инструкция для тот кто хотеть найти работа мечта управлять жизнь и перестать зависеть от нытьё и отговорка открывать и читать пора действовать арин шумаков автор блог о необычный путешествие этот книга удивить вы даже не подозревать насколько многое возможно стоить лишь начать использовать подсказка дина соня некс автор блог о мотивация дин на собственный пример демонстрировать что каждый мочь всё о чем она писать в книга это вдохновлять история о возможность работать из любой точка мир татьяна мараховский исследователь писатель автор блог волшебный таблетка для успех нет главный секрет внутри мы желание действовать готовность добиваться результат воля к победа разбудить это в себя этот книга иметь шанс стать такой будильник для каждый командаСаморазвитие и личностный рост
как переродиться и стать счастливой за 7 дней ,анастасия барашковый популярный блогер профессиональный психолог и автор курс перерождение как стать счастливый за семь день который она вести вместе с певица и актриса анна семёнович этот книга для тот кто мечтать о успех но он никак не приходить постоянно недовольный себя и кто критика внутри мешать идти к поставить цель не мочь построить счастливый отношение с мужчина чувствовать хронический усталость и не мочь найти радость в жизнь привыкнуть служить другой забывать при это о себя давно ждать шанс изменить себя и свой жизнь в хороший сторона читать применять на практика верить в себя и у вы обязательно всё получитьсяСаморазвитие и личностный рост
Блондиана. Захватывающие комиксы о приключениях неунывающей блондинки. И ее котика. ,это персонаж комикс невероятно талантливый художница из россия анастасия иванов этот неунывающий блондинка обожать кофе попадать в неловкий ситуация бросать вызов любой предрассудок и любить проводить холодное вечер в окружение любимый кот и уютный плед смешной дерзкий немного наивный и никогда не терять оптимизм комикада поделиться с вы секрет позитив и не оставить плохой настроение ни единый шансСаморазвитие и личностный рост
"Дар путешественника во времени. 7 секретов, которые помогут вам понять свое предназначение и обрести себя ",дар путешественник это современный притча о выбор человек и он поиск выход из трудность летний дэвид пондёр чувствовать себя полный неудачник когда то он быть руководитель успешный компания иметь высокий доход а теперь еле сводить конец с конец в самый сложный момент жизнь он попадать в автомобильный авария и обретать дар путешествовать в время благодаря он дэвид встречаться с семья известный человек различный исторический эпоха авраам линкольн анна франк царь соломон христофор колумб и другой и каждый передавать он некий послание этот семь секрет из прошлое изменить ваш настоящийСаморазвитие и личностный рост
"Это норм! Книга о поисках себя, кризисах карьеры и самоопределении ",продолжение бестселлер никогда нибудькнига рассказывать о проблема кризис усталость и выгорание профессионал помогать справиться с ситуация когда после долгий поиск себя казаться что всё не так и вы снова прислать не тудаСаморазвитие и личностный рост
"6 минут. Ежедневник, который изменит вашу жизнь (деним) ",счастие не являться результат везение или случайный стечение обстоятельство стать счастливый помогать правильный установка и образ мысль минута утром и минута вечером столько время занять выработка полезный привычка который сделать ваш жизнь осознанный гармоничный а значит счастливеепроверенный на практика принцип позитивный психология и нейробиология помочь вы достигнуть цель пережить трудный момент улучшить отношение с другой человек и идти по жизнь уверенно с ежедневник вы смочь улучшать свой жизнь постоянно и проактивно шаг за шаг и каждый деньособенность самый продавать мотивационный ежедневник в германия бестселлер перевести на язык каждый день благодаря он более человек по весь мир делать свой жизнь осознанный страница теоретический часть страница для запись недатированный приятный шелковистый страница два лента лясса переплёт из ткань цвет переплёт пудра мятый ежевика базальт лимонад лён денить и корицацитатынуть основа ежедневник лежать простой принцип обращать внимание нужно не только на то что вы не хватать или что плохо работать а прежде весь на то что у вы уже есть и что работать хорошо такой образ становиться заметный позитив и благодаря этот у вы развиваться конструктивный мысль ежедневник помочь вы выработать правильный баланс между оценка и дальнейший развитие между благодарность и достижение он помочь вы научиться по настоящий ценить здесь и сейчас вы узнать как благодарность делать человек счастливый и получить тот основа который позволить вы ежедневно практиковаться в проявление благодарностизакать читать чтобы повысить уровень счастие и мотивация благодаря сосредоточенность на маленький задача и успех прогресс в личностный рост благодаря ежедневный саморефлексия большой ясность и продуктивность благодаря постоянный утренний и вечерний ритуал маленький стресс и негатив благодаря ежедневный практика осознанность и благодарностис забота о экологиибумага который использоваться в ежедневник закупить у производитель прошедшее сертификация лесной попечительский совет это значит что дерево вырубаться с соблюдение экологический требование на территория сертифицированный лес экологический требование включать нанесение минимальный ущерб природа и максимальный учёт интерес местный житель сохраняться особо ценный участок лес и место обитание редкий животное и растениеСаморазвитие и личностный рост
Работа над самоценностью ,этот ежедневник для работа с самоценность комплекс самозванец актуализация свой реальный достижение и способность идея в тот чтобы замечать как много вы делать каждый день и учиться себя за это ценить и уважать заполнять этот ежедневник вы хороший узнать себя и воспитать к себя доброжелательный любящий сострадательный отношениеежедневник выполнить из самый хороший материал тканевый переплёт который приятно держать в рука и бумага цвет слоновый кость на который приятно писать три разноцветный закладка ляссеоб автореваря веденеев предприниматель генеральный директор и основатель основатель и идеолог автор ежедневник помогать наблюдать за себя и свой привычкаСаморазвитие и личностный рост
6 минут. Дневник успеха (хаки) ,новый книга от автор бестселлер минута ежедневник который изменить ваш жизнь в основа концепция минута дневник успех ваш собственный определение успех в профессиональный и личный жизнь это мочь быть желание иметь большой деньга слава любовь а возможно спокойствие независимость путь к успех не менее индивидуальный чем он определение дневник помочь поставить цель который отвечать ваш личный желание и потребность а не чужой ожиданиямавтор доминик спенст разработать революционный подход к достижение успех и концентрация основываться на данные научный исследование и проверить практический методахболее человек по весь пользоваться книга серия ежедневник минутособенность недатированный можно начать заполнять в любой время год страница теоретический часть страница для ежедневный запись дневник рассчитать на заполнение в течение неделя цвет переплёт шафран и хакибумага который использоваться в дневник закупить у производитель прошедшее сертификация лесной попечительский совет это значит что дерево вырубаться с соблюдение экологический требование на территория сертифицированный лес экологический требование включать нанесение минимальный ущерб природа и максимальный учёт интерес местный житель сохраняться особо ценный участок лес место обитание редкий животное и произрастание редкий растениеСаморазвитие и личностный рост
Эго - это враг ,книга о тот как эго мешать мы добиться успех и что с это делать есть мнение что препятствие на путь к полноценный жизнь возникать в внешний мир но самый опасный враг находиться внутри это наш эго в начало карьера оно мешать учиться и развивать талант тот кто добиться успех ослеплять и вынуждать совершать ошибка а потерпевший неудача заставлять остро переживать каждый удар и не позволять исправить ситуация на любой этап наш жизнь эго становиться помеха исторический литература полный рассказ о одержимый гений который с почти иррациональный сила переделывать мир однако я заметить что реальный история творить человек на каждый шаг побеждать свой эго они отказываться от свет прожектор и ставить достижение цель выше стремление к признание писать райан холидей на пример из жизнь известный человек от персидский царь ксеркса и александр македонский до элеонора рузвельт и говард хьюз автор рассказывать как можно обуздать свой эго и достигнуть власть и успех взять на вооружение урок стратегия и тактика описать в книга вы освободиться для решение по настоящий важный задача почему решить издать книга ключевой книга один из самый популярный современный западный автор райан холидей писать о тот насколько важный древний мудрость стоицизм и буддийский философия в современный мир каждый он книга становиться бестселлер от автор наш культура раздувать пламя эго как никогда ранее мы мочь хвастаться свой цель перед миллион поклонник мочь следить за кумир в твиттер и общаться с они мочь именовать себя генеральный директор существующий только на бумага компания мочь публиковать любой новость в социальный сеть один делать это частый и в больший объём чем другой но это лишь вопрос степень дело не только в технология мы убеждать надо верить в собственный уникальность мы предлагать масштабно мыслить и масштабно жить запоминаться и отваживаться мы думать что для успех необходимо смелый видение или всеобщий план мы видеть в интернет и средство массовый информация рисковой и успешный человек и вслед за они устремляться к собственный успех мы интуитивно устанавливать причинный следственный связь который на сам дело нет мы предполагать что признак успех то же самый что сам успех и в этот наивность путать побочный продукт с причина конечно для некоторый эго сработать но для многий оно стать причина великий неудача на сам дело последний гораздо большой для кто книга для тот кто стремиться добиться успех для тот кто готовый бороться и преодолевать трудность на путь к развитие для тот кто хотеть побороть внутренний сопротивление и усмирить эго цитата из книга вместо эго устранить эго мы оставаться один на один с реальность эго сменяться смирение но это твёрдый смирение и уверенность в себя эго искусственно уверенность в себя выдерживать нагрузка эго украсть уверенность в себя заслужить эго самопровозгласить он самодовольство уловка уверенность готовиться к трудность эго манипулировать это как разница между сильнодеиствуть и ядовитый вещество баланс я не говорить что вы не уникальный что у вы нет ничего интересный чтобы оставить след в история но чтобы правильно это делать и принимать возникать риск нужный баланс как заметить один из отец основателей сша квакер пацифист уильям пенна если вокруг постоянно дуть сильный ветер здание нужный хорошие фундамент молчание сила возникать ощущение что мы считать молчание признак слабость если мы игнорировать это эквивалентный смерть именно поэтому мы говорить говорить говорить словно от это зависеть наш жизнь на сам дело молчание сила особенно в начало любой путешествие бальзам для незащищённость только один удерживать эго комфорт погоня за чем то больший в спорт искусство или бизнес часто ужасать эго смягчать страх оно бальзам для незащищённость заменять рациональный сознательный часть нашея душа самовосхваление и самолюбование эго нашёптывать мы то что мы хотеть бы слышать причём делать это в подходящий время самоутверждение на протяжение целое поколение родитель и учитель помогать мы самоутверждаться отсюда и всё тема наш гуру и публичный лицо направить почти исключительно на то чтобы вдохновлять поощрять и убеждать мы что мы мочь совершить то к что стремиться в реальность это делать вы слабый о смирение великий людейкак правило человек удивляться узнавать какой скромный стремиться выглядеть великий человек как это они не быть агрессивный наглый осведомить о свой величие и свой назначение в реальность они быть уверить в себя но вечный ученичество обеспечивать это мужчина и женщина смирениеСаморазвитие и личностный рост
